	date	ranking	season	locality	exposure	day	month	year	cadastr_number	cadastr_letter	A	A-A	B	C	D	E	F	G	H	J	K	Kmax	L	M	Mmax	N	O	notes	event	event_text
17084	17.03.2005	938	04.V	LD	JZ	17	3	2005	25	NA	3		1	1	2	1	2	1	4	1	0.8	NA	30	40	NA	400	3	vyjeli oba žlaby, v dráze vylámala smrčky	1	Aval
17085	17.03.2005	939	04.V	LD	JV	17	3	2005	26	NA	3		1	1	7	2	2	1	1	1	0.8	NA	80	40	NA	300	3	Labský vodopád vyjel v celé šířce	1	Aval
17086	17.03.2005	940	04.V	LD	V	17	3	2005	27	NA	3		1	1	1	1	2	1	4	1	1	NA	250	150	NA	700	2	vyjela až na turistickou cestu	1	Aval
17087	17.03.2005	941	04.V	LD	V	17	3	2005	28	NA	3		1	1	1	1	2	1	4	1	0.8	NA	70	100	NA	400	1.5	přejela přes Labe, vylámala stromy	1	Aval
17088	17.03.2005	942	04.V	LD	V	17	3	2005	29	NA	3		1	1	1	1	2	1	4	1	1	NA	100	120	NA	400	1.5	vylámala několin smrčků a kleče	1	Aval
17089	17.03.2005	943	04.V	LD	V	17	3	2005	30	NA	5		1	1	2	2	2	1	4	1	0.9	NA	30	80	NA	500	1.5	očesala větve na stromech	1	Aval
17090	17.03.2005	944	04.V	LD	SV	17	3	2005	31	NA	3		1	1	1	1	2	1	4	1	0.8	NA	130	130	NA	400	1.5	vyjela až na turistickou cestu	1	Aval
17091	17.03.2005	945	04.V	LD	SV	17	3	2005	32	A	3		1	1	7	2	2	2	1	1	0.8	NA	80	50	NA	250	2	lavina se rozdělila na dvě části	1	Aval
17092	17.03.2005	946	04.V	LD	SV	17	3	2005	32	NA	3		1	1	2	2	2	1	1	1	0.9	NA	50	60	NA	250	2	vyjel celý svah	1	Aval
17093	17.03.2005	947	04.V	KJ	JV	17	3	2005	36	B	3		1	1	2	2	4	1	1	1	0.6	NA	30	50	NA	380	1	NA	1	Aval
17095	18.03.2005	948	04.V	OD	V	18	3	2005	4	NA	5		1	7	1	2	3	7	2	1	1.5	NA	100	100	NA	450	3	přejela přes lavinu dráhy k. č. 5	1	Aval
17096	18.03.2005	949	04.V	OD	V	18	3	2005	5	NA	2		1	7	7	2	1	7	2	1	1.8	NA	180	50	NA	700	3	široký čárový odtrh	1	Aval
17097	18.03.2005	950	04.V	OD	JV	18	3	2005	6	A	1		1	7	2	2	3	7	1	1	0.7	NA	40	50	NA	400	1	NA	1	Aval
17098	18.03.2005	951	04.V	OD	JV	18	3	2005	6	B	3		1	7	2	2	3	2	3	1	1.7	NA	70	70	NA	420	1.5	základová lavina na levé straně	1	Aval
17099	18.03.2005	952	04.V	BL	SV	18	3	2005	18	NA	1		1	2	1	2	3	2	1	1	0.1	NA	15	30	NA	450	1	NA	1	Aval
17100	18.03.2005	953	04.V	LD	V	18	3	2005	28	NA	6		1	2	1	2	3	7	1	1	0.8	NA	60	70	NA	370	1	NA	1	Aval
17101	18.03.2005	954	04.V	LD	V	18	3	2005	29	NA	6		1	2	1	2	3	7	1	1	0.8	NA	150	150	NA	300	1.5	NA	1	Aval
17102	18.03.2005	955	04.V	LD	V	18	3	2005	30	NA	6		1	2	7	2	3	7	2	1	0.8	NA	40	80	NA	400	2	NA	1	Aval
17103	18.03.2005	956	04.V	LD	SV	18	3	2005	31	NA	6		1	2	1	2	3	7	2	1	0.8	NA	150	160	NA	350	1.2	NA	1	Aval
17104	18.03.2005	957	04.V	KJ	JV	18	3	2005	36	A	6		1	2	7	2	3	7	2	1	0.5	NA	30	30	NA	350	1	NA	1	Aval
17105	18.03.2005	958	04.V	KJ	JV	18	3	2005	36	B	6		1	2	7	2	3	7	2	1	0.5	NA	30	30	NA	350	1	NA	1	Aval
17112	24.03.2005	959	04.V	KJ	J	24	3	2005	35	NA	2		4	2	1	2	3	2	3	1	0.8	NA	50	70	NA	300	1	NA	1	Aval
17113	24.03.2005	960	04.V	KJ	JV	24	3	2005	36	A	5		1	2	2	2	3	2	1	1	0.7	NA	40	50	NA	280	1	NA	1	Aval
17114	24.03.2005	961	04.V	KJ	JV	24	3	2005	36	B	5		1	2	2	2	3	2	1	1	0.7	NA	50	50	NA	280	1	NA	1	Aval
17115	24.03.2005	962	04.V	KJ	JV	24	3	2005	37	NA	3		1	2	1	2	3	3	2	1	0.8	NA	100	100	NA	400	2	vyjela pravá strana, zůstala nad cestou	1	Aval
17120	28.03.2005	963	04.V	LD	V	28	3	2005	27	NA	6		7	2	1	3	2	2	2	1	1.4	NA	40	40	NA	300	0.5	utrhla se levá strana	1	Aval
17123	30.03.2005	964	04.V	OD	JV	30	3	2005	7	A	6		3	2	2	2	2	2	2	1	2	NA	50	40	NA	370	1	vajela levá strana	1	Aval
17130	05.04.2005	965	04.V	KJ	JV	5	4	2005	36	NA	3		4	2	1	2	7	2	2	1	1	NA	80	80	NA	400	1.5	NA	1	Aval
17140	14.04.2005	966	04.V	OD	JV	14	4	2005	7	NA	4		4	2	7	2	7	2	4	1	2.5	NA	260	150	NA	700	3	NA	1	Aval
17144	17.04.2005	967	04.V	OD	V	17	4	2005	4	NA	5		3	2	1	2	3	2	2	1	4	NA	20	20	NA	250	0.5	pád převěje (4 m)	1	Aval
17388	16.12.2005	968	05.VI	BL	SV	16	12	2005	18	NA	3		1	1	1	7	4	1	1	1	0.8	NA	200	150	NA	600	4	lavina sjela až do Labe a zahradila vodu na čtyři hodiny	1	Aval
17389	16.12.2005	969	05.VI	KJ	JV	16	12	2005	36	NA	5		1	1	7	2	2	1	1	1	1	NA	150	100	NA	350	1	NA	1	Aval
17393	19.12.2005	970	05.VI	OD	J	19	12	2005	2	NA	3		1	1	7	7	4	1	1	1	1	NA	100	100	NA	400	0.8	NA	1	Aval
17394	19.12.2005	971	05.VI	OD	JV	19	12	2005	3	NA	3		1	1	7	7	4	1	1	1	0.8	NA	80	80	NA	400	1	NA	1	Aval
17395	19.12.2005	972	05.VI	OD	V	19	12	2005	4	NA	5		1	1	1	7	4	1	1	1	1	NA	60	60	NA	350	0.8	NA	1	Aval
17407	30.12.2005	973	05.VI	OD	JV	30	12	2005	6	B	2		1	1	2	1	4	1	2	1	1	NA	40	30	NA	400	2	čelo je široké 70 m	1	Aval
17430	21.01.2006	974	05.VI	DD	JZ	21	1	2006	12	NA	3		1	1	1	1	4	1	1	1	0.6	NA	80	40	NA	400	1	lavina se zastavila uprostřed dráhy	1	Aval
17431	21.01.2006	975	05.VI	LD	V	21	1	2006	27	NA	3		1	1	1	1	4	1	1	1	0.5	NA	100	80	NA	500	0.5	lavina vyjela z pravé strany	1	Aval
17454	12.02.2006	976	05.VI	OD	J	12	2	2006	1	A	2		1	1	7	7	4	1	4	1	1	NA	100	40	NA	400	2	NA	1	Aval
17466	23.02.2006	977	05.VI	OD	JV	23	2	2006	6	NA	2		1	1	1	2	4	1	1	1	1	NA	80	70	NA	260	0.5	NA	1	Aval
17467	23.02.2006	978	05.VI	OD	JV	23	2	2006	7	A	5		1	1	7	7	4	1	1	1	1	NA	50	50	NA	280	0.7	NA	1	Aval
17468	23.02.2006	979	05.VI	DD	JZ	23	2	2006	11	B	2		4	1	7	2	1	7	3	1	3	NA	150	40	NA	400	4	odtrh v levé straně	1	Aval
17475	01.03.2006	980	05.VI	BL	S	1	3	2006	18	A	2		1	1	7	2	4	1	1	1	0.6	NA	50	40	NA	350	1	odtrh 40 metrů pod hřebenem	1	Aval
17481	06.03.2006	981	05.VI	KJ	JV	6	3	2006	37	NA	3		4	2	2	2	3	2	3	1	0.8	NA	30	30	NA	200	1	malá lavina, ostrh cca 50 metrů pod vrcholem	1	Aval
17486	10.03.2006	982	05.VI	DD	JZ	10	3	2006	11	A	2		1	1	7	2	4	1	1	1	0.5	NA	50	30	NA	250	1	povrchová desková	1	Aval
17487	10.03.2006	983	05.VI	KJ	J	10	3	2006	35	NA	2		4	7	7	2	2	7	2	1	1.2	NA	100	60	NA	350	1	Harrachovy plotny za mírného oteplení	1	Aval
17489	11.03.2006	984	05.VI	DD	JZ	11	3	2006	11	NA	6		4	2	7	2	1	7	4	1	2.5	NA	200	30	NA	450	2	kombinace deskové laviny, odtrh po obvodu 300 m	1	Aval
17492	13.03.2006	985	05.VI	KJ	JV	13	3	2006	36	NA	2		1	1	7	7	4	1	1	1	1	NA	150	50	NA	300	1.3	lavina se utrhla 20 metrů pod převjejí	1	Aval
17493	13.03.2006	986	05.VI	KJ	JV	13	3	2006	37	NA	3		1	1	2	7	4	1	1	1	1.4	NA	100	50	NA	450	1.2	NA	1	Aval
17495	14.03.2006	987	05.VI	DD	JZ	14	3	2006	11	B	2		7	1	7	2	1	1	4	1	4	NA	150	40	100	800	4.5	dvouodtrh	1	Aval
17498	16.03.2006	988	05.VI	LD	V	16	3	2006	28	NA	3		2	1	7	2	4	1	1	1	0.8	NA	70	60	NA	400	0.8	vyjely oba žlaby najednou	1	Aval
17499	16.03.2006	989	05.VI	LD	V	16	3	2006	29	NA	3		2	1	1	2	2	1	1	1	0.8	NA	100	80	NA	300	1	odtrh 30 metrů pod hranou svahu	1	Aval
17504	20.03.2006	990	05.VI	OD	JV	20	3	2006	7	NA	2		1	1	7	1	4	1	1	1	0.7	NA	40	50	NA	350	0.5	NA	1	Aval
17508	23.03.2006	991	05.VI	DD	JZ	23	3	2006	11	NA	4		4	7	7	2	1	7	4	1	2	NA	50	40	NA	380	1.5	vyjela levá strana	1	Aval
17512	26.03.2006	992	05.VI	BL	SV	26	3	2006	18	NA	5		1	7	1	2	3	7	1	1	0.8	NA	100	60	NA	400	1.5	lavina za deštivého počasí	1	Aval
17516	29.03.2006	993	05.VI	OD	JV	29	3	2006	6	B	3		4	7	2	7	3	7	3	1	2	NA	70	100	NA	450	2.5	v lavině je spousta materiálu	1	Aval
17517	29.03.2006	994	05.VI	OD	JV	29	3	2006	6	C	3		4	7	2	2	3	7	2	1	1	NA	40	40	NA	250	1	lavina menšího rozměru - po dešti	1	Aval
17519	30.03.2006	995	05.VI	LD	V	30	3	2006	28	NA	3		7	7	2	2	4	7	1	1	1.5	NA	20	30	NA	450	0.8	vyjely oba žlaby	1	Aval
17520	30.03.2006	996	05.VI	LD	V	30	3	2006	29	NA	6		1	7	1	2	3	7	1	1	1	NA	50	30	NA	380	0.5	lavina vyjela cca 20 metrů pod převisem	1	Aval
17523	01.04.2006	997	05.VI	DD	JZ	1	4	2006	11	A	6		4	2	7	2	2	2	4	1	1	NA	100	30	NA	400	1.5	lavina vytrhala kleč a smrčky	1	Aval
17524	01.04.2006	998	05.VI	KJ	J	1	4	2006	35	NA	3		7	2	1	2	3	2	2	1	0.7	NA	70	70	NA	300	1	Harrachovy plotny	1	Aval
17525	01.04.2006	999	05.VI	KJ	J	1	4	2006	35	NA	2		7	2	7	2	3	2	1	1	0.3	NA	30	60	NA	400	0.6	žlab dráhy č. 35 (Harrachových ploten)	1	Aval
17527	02.04.2006	1000	05.VI	KJ	J	2	4	2006	35	NA	3		7	2	2	2	3	2	2	1	1	NA	20	40	NA	350	1	vyjela levá strana žlábku	1	Aval
17528	02.04.2006	1001	05.VI	KJ	JV	2	4	2006	37	NA	3		7	2	7	2	3	2	2	1	0.6	NA	30	30	NA	280	0.6	vyjela z levé strany malá lavina	1	Aval
17548	21.04.2006	1002	05.VI	KJ	JV	21	4	2006	36	B	3		4	2	2	2	3	2	3	1	0.9	NA	40	30	NA	290	1	odtrh 20 metrů pod převějí	1	Aval
17549	21.04.2006	1003	05.VI	KJ	JV	21	4	2006	37	NA	3		4	2	2	2	3	2	2	1	0.8	NA	30	40	NA	350	0.8	NA	1	Aval
17829	25.01.2007	1004	06.VII	BL	SV	25	1	2007	18	NA	3		1	1	7	1	4	1	2	1	1	NA	150	80	NA	450	4	lavina zaplnila Labe, průtok byl zadržen na 1 hodinu	1	Aval
17834	29.01.2007	1005	06.VII	OD	J	29	1	2007	2	NA	3		1	1	7	2	4	1	1	1	1	NA	50	40	NA	300	1	NA	1	Aval
17835	29.01.2007	1006	06.VII	OD	JV	29	1	2007	3	NA	3		1	1	7	7	4	1	1	1	1.1	NA	60	40	NA	300	0.8	výška odtrhu: na levé str.  110 cm, na pravé str. 40 cm	1	Aval
17836	29.01.2007	1007	06.VII	OD	JV	29	1	2007	6	A	5		2	1	7	7	4	1	2	1	0.2	NA	40	40	NA	350	1	NA	1	Aval
17837	29.01.2007	1008	06.VII	KJ	V	29	1	2007	37	A	2		1	1	1	2	4	1	1	1	1	NA	80	70	NA	150	1	lavina vyjela po velké vichřici	1	Aval
17838	29.01.2007	1009	06.VII	KJ	JV	29	1	2007	37	NA	2		1	1	1	7	4	1	1	1	1.1	NA	120	50	NA	450	1	lavina vyjela po velké vichřici	1	Aval
17840	30.01.2007	1010	06.VII	KJ	JV	30	1	2007	36	A	5		1	1	7	7	4	1	1	1	1	NA	40	40	NA	300	0.7	lavina vyjela po velké vichřici	1	Aval
17841	30.01.2007	1011	06.VII	KJ	JV	30	1	2007	36	B	5		1	1	7	7	4	1	1	1	1	NA	30	40	NA	300	0.7	lavina vyjela po velké vichřici	1	Aval
17842	30.01.2007	1012	06.VII	KJ	JV	30	1	2007	36	NA	2		2	1	7	1	4	1	2	1	1.2	NA	230	100	NA	450	1.2	ve spodní části v pravé straně očesala podrost	1	Aval
17850	06.02.2007	1013	06.VII	KJ	JV	6	2	2007	36	B	5		1	1	2	2	3	1	1	1	0.5	NA	40	40	NA	350	0.5	NA	1	Aval
17851	06.02.2007	1014	06.VII	KJ	JV	6	2	2007	37	NA	3		1	1	7	2	2	1	1	1	0.6	NA	70	40	NA	280	0.4	NA	1	Aval
17860	14.02.2007	1015	06.VII	KJ	JV	14	2	2007	36	NA	3		3	7	7	2	3	7	1	1	0.4	NA	70	30	NA	300	0.6	NA	1	Aval
17861	14.02.2007	1016	06.VII	KJ	JV	14	2	2007	37	NA	3		3	7	7	2	3	7	1	1	0.3	NA	50	40	NA	200	0.4	lavina zůstala nad cestou	1	Aval
17863	15.02.2007	1017	06.VII	DD	SV	15	2	2007	16	NA	1		1	7	2	2	3	7	1	1	0.3	NA	20	20	NA	350	1	NA	1	Aval
17878	01.03.2007	1018	06.VII	OD	V	1	3	2007	4	NA	5		2	2	2	2	3	2	2	1	1	NA	50	50	NA	400	1	lavina sjela pod práh svahu	1	Aval
17879	01.03.2007	1019	06.VII	BL	SV	1	3	2007	18	NA	3		1	2	1	2	4	2	1	1	0.4	NA	50	100	NA	380	0.5	malá lavina, zůstala stát pod cestou	1	Aval
17880	01.03.2007	1020	06.VII	LD	V	1	3	2007	28	NA	3		1	2	7	2	3	2	1	1	0.7	NA	40	40	NA	400	0.5	NA	1	Aval
17881	01.03.2007	1021	06.VII	LD	V	1	3	2007	29	NA	5		1	2	1	2	3	2	1	1	0.7	NA	150	150	NA	300	0.5	NA	1	Aval
17882	01.03.2007	1022	06.VII	LD	V	1	3	2007	30	NA	5		8	2	2	2	2	2	2	1	0.5	NA	40	40	NA	400	1	zastavila se v horní části	1	Aval
17883	01.03.2007	1023	06.VII	LD	SV	1	3	2007	32	NA	2		1	2	7	2	3	2	1	1	0.7	NA	50	50	NA	200	1	zastavila se v horní části	1	Aval
17884	01.03.2007	1024	06.VII	KJ	JV	1	3	2007	37	NA	1		8	2	7	2	3	2	1	1	0.5	NA	20	40	NA	500	1.2	lavina zasypala členy HS při výcviku, nikdo nebyl zraněn	1	Aval
17886	02.03.2007	1025	06.VII	OD	J	2	3	2007	1	A	3		1	1	2	2	4	1	1	1	0.3	NA	40	20	NA	350	0.9	lavina sjela 50 metrů  pod cestu	1	Aval
17887	02.03.2007	1026	06.VII	KJ	V	2	3	2007	37	A	1		8	7	1	2	2	7	1	1	0.2	NA	20	30	NA	150	0.4	lavina malého rozsahu	1	Aval
17890	04.03.2007	1027	06.VII	OD	JV	4	3	2007	7	A	5		1	2	2	2	3	2	2	1	0.8	NA	40	40	NA	300	0.6	malá lavina	1	Aval
17891	04.03.2007	1028	06.VII	OD	JV	4	3	2007	7	NA	3		1	2	2	2	3	2	2	1	0.6	NA	50	40	NA	350	0.6	NA	1	Aval
17895	07.03.2007	1029	06.VII	KJ	JV	7	3	2007	36	A	5		1	7	7	2	4	7	1	1	0.8	NA	30	20	NA	300	0.2	uvolnění převěje při teplotě +10°C	1	Aval
17898	09.03.2007	1030	06.VII	KJ	JV	9	3	2007	36	NA	5		3	7	1	2	3	7	1	1	1	NA	80	40	NA	250	1	lavina z těžkého sněhu	1	Aval
17902	12.03.2007	1031	06.VII	OD	V	12	3	2007	5	NA	2		1	2	7	2	3	2	1	1	0.6	NA	70	40	NA	450	1.5	NA	1	Aval
17903	12.03.2007	1032	06.VII	OD	JV	12	3	2007	6	NA	3		3	2	7	2	3	2	2	1	1.3	NA	40	40	NA	400	1	vyjela levá strana, zůstala stát v horní části	1	Aval
17905	13.03.2007	1033	06.VII	KJ	JV	13	3	2007	36	NA	3		3	2	7	2	3	2	1	1	0.5	NA	150	40	NA	300	1	lavina z rozbředlého sněhu, při teplotě +14°C	1	Aval
18159	21.11.2007	1034	07.VIII	KJ	JV	21	11	2007	37	NA	2		4	2	7	2	1	2	1	1	0.5	NA	20	30	NA	300	0.8	NA	1	Aval
18176	07.12.2007	1035	07.VIII	OD	JV	7	12	2007	7	NA	5		1	7	2	2	3	2	2	1	0.6	NA	50	50	NA	400	1	vyjela levá strana	1	Aval
18177	07.12.2007	1036	07.VIII	BL	SV	7	12	2007	18	NA	3		1	7	7	2	7	7	2	1	0.6	NA	80	100	NA	400	1	lavina se zastavila na cestě	1	Aval
18178	07.12.2007	1037	07.VIII	KJ	JV	7	12	2007	37	NA	6		8	2	2	2	3	2	2	1	0.5	NA	50	50	NA	350	1	lavina sjela za dešťového počasí	1	Aval
18223	20.01.2008	1038	07.VIII	KJ	JV	20	1	2008	37	NA	5		1	7	7	2	3	7	1	1	0.5	NA	30	15	NA	530	0.4	NA	1	Aval
18242	07.02.2008	1039	07.VIII	LD	V	7	2	2008	28	NA	6		1	1	2	2	4	7	1	1	0.4	NA	40	40	NA	350	0.5	pád pevěje, malá lavina	1	Aval
18243	07.02.2008	1040	07.VIII	LD	V	7	2	2008	29	NA	6		1	1	2	2	2	7	1	1	0.3	NA	50	100	NA	250	0.5	lavina se roztříštila o podrost a nerovnosti terénu	1	Aval
18244	07.02.2008	1041	07.VIII	LD	V	7	2	2008	30	NA	1		1	1	2	2	4	7	2	1	0.3	NA	20	20	NA	300	0.5	lavina projela žlabem	1	Aval
18245	07.02.2008	1042	07.VIII	KJ	V	7	2	2008	37	A	6		3	2	7	2	4	2	1	1	0.6	NA	20	20	NA	300	0.4	NA	1	Aval
18270	02.03.2008	1043	07.VIII	OD	JV	2	3	2008	3	NA	5		1	1	2	2	3	7	1	1	0.7	NA	40	15	NA	350	1	vyjela levá strana u vodopádu	1	Aval
18271	02.03.2008	1044	07.VIII	OD	V	2	3	2008	5	NA	4		1	1	7	2	3	7	1	1	0.4	NA	40	20	NA	300	1	NA	1	Aval
18272	02.03.2008	1045	07.VIII	LD	V	2	3	2008	27	NA	6		1	1	1	2	3	7	1	1	0.5	NA	30	30	NA	300	1	vyjela z prostředka ze středu svahu	1	Aval
18273	02.03.2008	1046	07.VIII	LD	V	2	3	2008	27	NA	6		1	1	2	2	3	7	1	1	0.7	NA	70	50	NA	400	1	vyjela pravá strana (žlábek)	1	Aval
18274	02.03.2008	1047	07.VIII	LD	V	2	3	2008	28	NA	5		1	7	7	2	4	7	1	1	0.6	NA	60	50	NA	500	1	vyjely oba žlaby, v dolní části vlhký sníh	1	Aval
18275	02.03.2008	1048	07.VIII	LD	V	2	3	2008	29	NA	2		1	7	1	2	4	7	1	1	0.5	NA	90	80	NA	300	1	lavina se roztrousila po svahu	1	Aval
18276	02.03.2008	1049	07.VIII	LD	V	2	3	2008	30	NA	6		1	7	2	2	3	7	2	1	0.5	NA	40	30	NA	350	0.8	NA	1	Aval
18277	02.03.2008	1050	07.VIII	LD	SV	2	3	2008	32	NA	6		1	1	2	2	2	1	1	1	0.5	NA	40	40	NA	200	1	vypadli pravé převěje	1	Aval
18278	02.03.2008	1051	07.VIII	KJ	J	2	3	2008	35	NA	6		1	1	2	2	4	7	1	1	0.7	NA	40	70	NA	370	1	vyjel pouze žlab	1	Aval
18279	02.03.2008	1052	07.VIII	KJ	JV	2	3	2008	36	A	6		1	1	2	2	4	7	2	1	0.6	NA	30	60	NA	350	0.5	vyjely oba žlaby současně a následně se překřížili	1	Aval
18280	02.03.2008	1053	07.VIII	KJ	JV	2	3	2008	36	B	6		1	1	2	2	4	7	2	1	0.6	NA	30	40	NA	350	0.5	NA	1	Aval
18281	02.03.2008	1054	07.VIII	KJ	JV	2	3	2008	36	NA	2		1	1	7	2	3	7	1	1	0.7	NA	70	40	NA	350	1.5	lavina se utrhla uprostřed svahu	1	Aval
18282	02.03.2008	1055	07.VIII	KJ	V	2	3	2008	37	A	6		1	1	1	2	3	7	1	1	0.5	NA	50	50	NA	200	1	lavina se jen sklouzla - neměla rychlost	1	Aval
18283	02.03.2008	1056	07.VIII	KJ	JV	2	3	2008	37	NA	3		1	1	7	2	4	7	2	1	0.4	NA	40	50	NA	300	1	odtrh v horním žlabu v pravé části	1	Aval
18291	09.03.2008	1057	07.VIII	LD	V	9	3	2008	NA	X	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lavina u Brádlerek	1	Aval
18305	22.03.2008	1058	07.VIII	BL	SV	22	3	2008	18	NA	3		1	1	7	7	4	1	1	1	0.7	NA	100	100	NA	450	2	lavina ucpala průtok Labe na cca dvě hodiny	1	Aval
18314	30.03.2008	1059	07.VIII	OD	JV	30	3	2008	7	A	5		1	7	2	2	2	7	2	1	3	NA	80	80	NA	400	2	pád za velmi teplého počasí	1	Aval
18315	30.03.2008	1060	07.VIII	LD	V	30	3	2008	29	NA	5		1	2	7	2	7	2	1	1	0.6	NA	15	30	NA	200	0.7	NA	1	Aval
18316	30.03.2008	1061	07.VIII	KJ	J	30	3	2008	35	NA	1		1	2	1	2	3	2	1	1	0.7	NA	1	25	NA	300	0.8	NA	1	Aval
18317	30.03.2008	1062	07.VIII	KJ	JV	30	3	2008	37	NA	5		1	2	7	2	7	2	1	1	0.5	NA	10	20	NA	250	0.5	pád za velmi teplého počasí	1	Aval
18320	01.04.2008	1063	07.VIII	OD	JV	1	4	2008	7	NA	3		1	7	2	2	1	7	2	1	1	NA	100	150	NA	450	2	pád za velmi teplého počasí	1	Aval
18329	09.04.2008	1064	07.VIII	KJ	JV	9	4	2008	37	NA	5		1	2	7	2	3	2	1	1	0.4	NA	10	10	NA	250	0.5	NA	1	Aval
18339	18.04.2008	1065	07.VIII	KJ	J	18	4	2008	35	NA	2		4	2	1	2	1	2	2	1	1	NA	30	40	NA	200	1	NA	1	Aval
18340	18.04.2008	1066	07.VIII	KJ	JV	18	4	2008	36	NA	5		1	2	1	2	1	2	2	1	0.6	NA	15	25	NA	270	1	NA	1	Aval
18362	09.05.2008	1067	07.VIII	KJ	JV	9	5	2008	37	NA	2		4	2	7	2	7	2	3	1	1.3	NA	25	15	40	230	0.5	NA	1	Aval
18590	22.12.2008	1068	08.IX	MD	J	22	12	2008	8	NA	4		2	1	1	2	1	1	1	2	0.9	NA	170	150	NA	250	1.8	lavinu uvolnili skialpinisté	1	Aval
18595	26.12.2008	1069	08.IX	DD	JZ	26	12	2008	11	NA	4		1	1	7	2	2	1	1	2	0.8	NA	250	20	NA	600	4	lavinu uvolnili tři skialpinisté, jeden nehodu nepřežil	1	Aval
18624	23.01.2009	1070	08.IX	BL	SV	23	1	2009	18	NA	3		2	1	7	2	3	1	1	1	0.5	NA	50	50	NA	600	1.5	spadla za teplé fronty	1	Aval
18653	20.02.2009	1071	08.IX	KJ	JV	20	2	2009	37	NA	6		1	1	1	1	4	1	1	1	NA	NA	NA	20	80	750	NA	při silném sněžení, polámané tyčové značení na turistické cestě	1	Aval
18683	21.03.2009	1072	08.IX	KJ	J	21	3	2009	35	NA	2		4	7	7	2	2	7	2	1	1.3	NA	80	80	NA	450	2	NA	1	Aval
18692	29.03.2009	1073	08.IX	LD	V	29	3	2009	28	NA	5		1	1	2	2	7	1	1	1	2.2	NA	40	50	NA	300	0.7	NA	1	Aval
18702	07.04.2009	1074	08.IX	KJ	J	7	4	2009	35	NA	6		4	2	1	2	3	2	2	1	1	NA	80	60	NA	250	1	NA	1	Aval
18703	07.04.2009	1075	08.IX	KJ	JV	7	4	2009	36	A	6		1	2	2	2	3	2	2	1	0.5	NA	20	40	NA	300	0.8	NA	1	Aval
18704	07.04.2009	1076	08.IX	KJ	JV	7	4	2009	37	NA	5		1	2	7	2	3	2	1	1	NA	NA	NA	25	NA	350	1	NA	1	Aval
18706	08.04.2009	1077	08.IX	KJ	V	8	4	2009	37	A	6		7	2	7	2	3	2	3	1	0.9	NA	120	50	NA	600	1.7	levá strana	1	Aval
18708	09.04.2009	1078	08.IX	KJ	JV	9	4	2009	37	NA	6		7	2	7	2	3	2	2	1	1	NA	30	30	NA	520	1	NA	1	Aval
18711	11.04.2009	1079	08.IX	KJ	JV	11	4	2009	37	NA	1		4	2	7	2	3	2	3	1	1	NA	20	30	NA	400	1	NA	1	Aval
18717	16.04.2009	1080	08.IX	KJ	JV	16	4	2009	37	NA	1		4	2	7	2	3	2	2	1	0.5	3	30	20	NA	370	1	na Kotelském hřebínku se rozdělila	1	Aval
18728	26.04.2009	1081	08.IX	KJ	JV	26	4	2009	37	NA	1		4	2	7	2	3	2	3	1	0.5	NA	15	20	NA	320	1	pozorovaná lyžaři z Horních Míseček	1	Aval
18733	30.04.2009	1082	08.IX	OD	V	30	4	2009	5	NA	5		4	2	1	2	3	2	3	1	2.5	NA	60	60	NA	200	1.3	NA	1	Aval
18735	01.05.2009	1083	08.IX	OD	V	1	5	2009	5	NA	6		7	2	7	2	2	2	3	1	1.5	NA	60	60	NA	250	2	NA	1	Aval
18736	01.05.2009	1084	08.IX	OD	V	1	5	2009	5	NA	6		4	2	1	2	3	2	3	1	2	NA	50	60	NA	150	1.1	NA	1	Aval
18910	21.10.2009	1085	09.X	DD	J	21	10	2009	14	NA	1		1	7	2	2	3	7	1	1	0.3	NA	50	10	NA	420	1.5	NA	1	Aval
18917	27.10.2009	1086	09.X	KJ	JV	27	10	2009	36	A	2		4	2	7	2	3	2	3	1	0.8	NA	40	20	NA	430	0.5	NA	1	Aval
18918	27.10.2009	1087	09.X	KJ	JV	27	10	2009	36	B	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pouze větší splaz	1	Aval
18919	27.10.2009	1088	09.X	KJ	JV	27	10	2009	36	NA	2		4	2	7	2	3	2	3	1	1.2	NA	80	40	NA	430	0.7	v laviništi kamení a zemina	1	Aval
18920	27.10.2009	1089	09.X	KJ	JV	27	10	2009	37	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pouze větší splaz (pravá strana)	1	Aval
18921	27.10.2009	1090	09.X	KJ	JV	27	10	2009	37	NA	2		4	2	7	2	3	2	3	1	0.6	NA	15	10	NA	250	0.4	lavina se zastavila v půli svahu (žlab)	1	Aval
19008	21.01.2010	1091	09.X	MD	J	21	1	2010	8	NA	2		1	1	7	2	1	1	1	1	0.8	NA	210	150	NA	250	1.8	NA	1	Aval
19022	03.02.2010	1092	09.X	BL	SV	3	2	2010	18	NA	2		2	1	7	1	4	1	4	1	1	NA	180	40	NA	530	2.5	dole polámala porost, v Labi nános 5 metrů a zastavila průtok Labe na 5 hodin	1	Aval
