	date	ranking	season	locality	exposure	day	month	year	cadastr_number	cadastr_letter	A	A-A	B	C	D	E	F	G	H	J	K	Kmax	L	M	Mmax	N	O	notes	event	event_text
379	13.01.1962	1	61/62	DD	JZ	13	1	1962	11	NA	3		1	1	7	2	4	1	1	1	0.6	NA	100	50	NA	400	3	NA	1	Aval
403	05.02.1962	2	61/62	OD	JV	5	2	1962	3	NA	3		1	1	7	2	3	1	1	1	1	NA	150	150	NA	500	2	NA	1	Aval
404	05.02.1962	3	61/62	OD	V	5	2	1962	4	NA	3		1	1	1	2	2	1	1	1	1	NA	100	100	NA	400	2	NA	1	Aval
405	05.02.1962	4	61/62	OD	V	5	2	1962	5	NA	3		1	1	7	2	4	1	1	1	0.5	NA	150	40	NA	700	3	NA	1	Aval
439	10.03.1962	5	61/62	OD	JV	10	3	1962	6	NA	4		1	1	1	2	3	1	1	1	1	NA	100	100	NA	1250	1.5	NA	1	Aval
442	12.03.1962	6	61/62	OD	JV	12	3	1962	3	NA	6		1	1	7	2	3	7	1	1	1	NA	100	150	NA	750	1	NA	1	Aval
443	12.03.1962	7	61/62	OD	V	12	3	1962	4	NA	5		1	1	1	2	2	7	1	1	0.8	NA	80	80	NA	350	1	NA	1	Aval
444	12.03.1962	8	61/62	OD	V	12	3	1962	5	NA	5		1	1	7	2	4	1	1	1	1	NA	120	40	NA	500	3	NA	1	Aval
445	12.03.1962	9	61/62	OD	JV	12	3	1962	7	NA	5		1	1	1	2	3	1	1	1	1.5	NA	200	150	NA	600	1.5	NA	1	Aval
446	12.03.1962	10	61/62	BL	SV	12	3	1962	18	NA	3		1	1	7	2	2	1	1	1	0.8	NA	150	100	NA	400	3	NA	1	Aval
450	15.03.1962	11	61/62	OD	JV	15	3	1962	6	A	1		2	7	2	2	4	7	1	1	0.3	NA	30	60	NA	450	2	NA	1	Aval
453	17.03.1962	12	61/62	OD	JV	17	3	1962	6	B	1		2	7	2	2	4	7	1	1	0.4	NA	30	50	NA	400	3	NA	1	Aval
454	17.03.1962	13	61/62	LD	JZ	17	3	1962	25	NA	1		1	1	2	2	3	1	1	1	NA	NA	50	20	NA	250	3	NA	1	Aval
456	18.03.1962	14	61/62	LD	V	18	3	1962	29	NA	1		1	7	1	2	3	7	1	1	1	NA	150	100	NA	400	2	NA	1	Aval
464	25.03.1962	15	61/62	KJ	JV	25	3	1962	36	NA	3		8	7	1	2	1	7	2	1	1	NA	100	80	NA	450	2	NA	1	Aval
790	13.02.1963	16	62/63	OD	V	13	2	1963	5	NA	4		1	1	7	2	2	1	1	1	1	NA	140	30	NA	500	3	NA	1	Aval
792	14.02.1963	17	62/63	OD	JV	14	2	1963	3	NA	4		1	1	7	2	1	1	2	1	0.8	NA	170	180	NA	900	1	NA	1	Aval
817	10.03.1963	18	62/63	KJ	JV	10	3	1963	36	NA	5		1	1	1	2	2	1	1	1	0.8	NA	100	80	NA	300	2	NA	1	Aval
821	13.03.1963	19	62/63	OD	V	13	3	1963	4	NA	2		1	1	1	2	2	1	1	1	0.4	NA	150	150	NA	450	1.5	NA	1	Aval
824	15.03.1963	20	62/63	BL	SV	15	3	1963	18	NA	3		1	1	1	2	2	1	1	1	0.6	NA	100	80	NA	300	3	NA	1	Aval
827	17.03.1963	21	62/63	OD	JV	17	3	1963	6	NA	3		1	1	1	2	3	1	1	1	1	NA	80	70	NA	600	1.5	NA	1	Aval
830	19.03.1963	22	62/63	OD	JV	19	3	1963	3	NA	3		1	1	7	2	3	7	1	1	1	NA	150	150	NA	750	1	NA	1	Aval
831	19.03.1963	23	62/63	LD	V	19	3	1963	29	NA	5		1	7	1	2	1	7	2	1	NA	NA	30	30	NA	300	1.5	NA	1	Aval
833	20.03.1963	24	62/63	OD	V	20	3	1963	4	NA	3		1	7	1	2	2	7	1	1	0.8	NA	100	80	NA	400	2	NA	1	Aval
834	20.03.1963	25	62/63	OD	V	20	3	1963	5	NA	3		1	7	7	2	3	7	1	1	1.2	NA	100	40	NA	550	2.5	NA	1	Aval
835	20.03.1963	26	62/63	OD	JV	20	3	1963	6	A	3		1	7	2	2	4	7	2	1	0.3	NA	30	60	NA	450	3	NA	1	Aval
837	21.03.1963	27	62/63	DD	JZ	21	3	1963	13	NA	3		1	7	7	2	4	7	2	1	1	NA	100	20	NA	500	2	NA	1	Aval
841	24.03.1963	28	62/63	DD	JZ	24	3	1963	11	NA	2		1	1	7	2	4	1	1	1	0.5	NA	80	50	NA	400	3	NA	1	Aval
843	25.03.1963	29	62/63	DD	JZ	25	3	1963	12	NA	3		2	7	7	2	4	7	1	1	0.5	NA	100	20	NA	400	3	NA	1	Aval
845	26.03.1963	30	62/63	OD	J	26	3	1963	2	NA	3		7	7	7	2	3	7	2	1	0.6	NA	100	50	NA	500	2	NA	1	Aval
846	26.03.1963	31	62/63	MD	J	26	3	1963	8	NA	4		1	1	1	2	1	7	1	1	1	NA	150	150	NA	500	3	NA	1	Aval
1161	03.02.1964	32	63/64	OD	V	3	2	1964	4	NA	3		1	1	1	2	4	1	1	1	0.5	NA	100	100	NA	500	1.5	NA	1	Aval
1162	03.02.1964	33	63/64	OD	V	3	2	1964	5	NA	3		1	1	7	2	7	1	1	1	0.8	NA	90	40	NA	450	2	NA	1	Aval
1163	03.02.1964	34	63/64	OD	JV	3	2	1964	6	A	3		2	1	2	7	4	1	1	1	0.3	NA	30	60	NA	450	2.5	NA	1	Aval
1165	04.02.1964	35	63/64	OD	JV	4	2	1964	3	NA	3		1	1	7	2	2	1	1	1	0.8	NA	100	150	NA	500	1	NA	1	Aval
1206	15.03.1964	36	63/64	DD	JZ	15	3	1964	11	NA	3		1	7	7	2	4	7	1	1	0.2	NA	50	50	NA	200	1	NA	1	Aval
1208	16.03.1964	37	63/64	DD	JZ	16	3	1964	13	NA	3		1	7	7	2	4	1	2	1	1	NA	80	20	NA	400	2	NA	1	Aval
1214	21.03.1964	38	63/64	OD	JV	21	3	1964	6	B	3		2	1	2	1	4	1	1	1	0.5	NA	30	50	NA	450	2	NA	1	Aval
1476	07.12.1964	39	64/65	MD	J	7	12	1964	8	NA	3		4	2	1	2	3	7	2	1	1.5	NA	150	100	NA	200	3	NA	1	Aval
1543	11.02.1965	40	64/65	DD	JZ	11	2	1965	11	NA	3		1	1	7	7	7	1	4	1	1.5	NA	280	80	NA	1000	4	NA	1	Aval
1544	11.02.1965	41	64/65	LD	V	11	2	1965	29	NA	5		1	1	1	2	4	1	4	1	0.4	NA	35	30	NA	750	2	NA	1	Aval
1546	12.02.1965	42	64/65	OD	JV	12	2	1965	6	B	3		2	1	2	1	4	1	1	1	0.5	NA	30	50	NA	450	3	NA	1	Aval
1548	13.02.1965	43	64/65	DD	SV	13	2	1965	16	NA	3		1	1	2	2	4	1	1	1	0.8	NA	80	20	NA	600	5	NA	1	Aval
1549	13.02.1965	44	64/65	BL	SV	13	2	1965	18	NA	3		1	1	7	2	4	1	4	1	0.4	NA	180	100	NA	760	5	NA	1	Aval
1550	13.02.1965	45	64/65	BL	J	13	2	1965	22	NA	3		1	1	2	2	2	1	1	1	0.8	NA	120	100	NA	200	3	NA	1	Aval
1552	14.02.1965	46	64/65	OD	J	14	2	1965	1	A	3		1	1	7	2	7	1	2	1	0.7	NA	100	30	NA	380	2	lavina sjela 180m pod cestu	1	Aval
1553	14.02.1965	47	64/65	OD	V	14	2	1965	4	NA	5		1	1	1	2	2	1	1	1	0.4	NA	150	100	NA	480	1.5	NA	1	Aval
1554	14.02.1965	48	64/65	OD	JV	14	2	1965	6	NA	4		1	1	1	2	3	1	1	1	0.3	NA	50	50	NA	400	1	NA	1	Aval
1555	14.02.1965	49	64/65	DD	JZ	14	2	1965	12	NA	4		1	1	7	2	3	1	4	1	1	NA	130	20	NA	1000	4	NA	1	Aval
1556	14.02.1965	50	64/65	DD	JZ	14	2	1965	13	NA	2		1	1	7	2	4	1	4	1	1.5	NA	150	30	NA	1100	4	NA	1	Aval
1557	14.02.1965	51	64/65	BL	S	14	2	1965	19	NA	4		1	1	1	2	1	1	1	1	1.5	NA	100	100	NA	500	4	NA	1	Aval
1558	14.02.1965	52	64/65	BL	JV	14	2	1965	23	NA	3		1	1	1	2	2	1	1	1	1	NA	120	100	NA	180	3	NA	1	Aval
1560	15.02.1965	53	64/65	OD	JV	15	2	1965	6	A	3		2	1	2	7	4	1	1	1	0.3	NA	30	60	NA	450	2	NA	1	Aval
1561	15.02.1965	54	64/65	OD	JV	15	2	1965	7	NA	3		1	1	1	7	4	1	1	1	1	NA	180	150	NA	700	1	NA	1	Aval
1562	15.02.1965	55	64/65	MD	J	15	2	1965	8	NA	4		2	1	1	2	1	1	1	1	2	NA	140	100	NA	450	3	NA	1	Aval
1563	15.02.1965	56	64/65	LD	JZ	15	2	1965	25	NA	3		1	1	2	2	4	1	1	1	0.6	NA	50	20	NA	250	2	NA	1	Aval
1565	16.02.1965	57	64/65	OD	J	16	2	1965	2	NA	3		1	1	7	2	4	1	1	1	0.7	NA	140	50	NA	550	0.7	NA	1	Aval
1566	16.02.1965	58	64/65	KJ	JV	16	2	1965	37	NA	1		2	1	7	1	4	1	1	1	NA	NA	150	100	NA	400	1	NA	1	Aval
1568	17.02.1965	59	64/65	LD	V	17	2	1965	27	NA	3		1	1	1	2	4	1	4	1	1	NA	110	100	NA	500	2	NA	1	Aval
1570	18.02.1965	60	64/65	OD	V	18	2	1965	5	NA	5		1	1	7	2	4	1	1	1	0.5	NA	80	40	NA	500	2	NA	1	Aval
1571	18.02.1965	61	64/65	LD	V	18	2	1965	28	NA	3		1	1	2	2	4	1	4	1	0.8	NA	80	50	NA	500	1	NA	1	Aval
1573	19.02.1965	62	64/65	OD	JV	19	2	1965	3	NA	6		8	1	7	7	3	1	2	1	1.5	NA	180	100	NA	900	1	NA	1	Aval
1574	19.02.1965	63	64/65	KJ	JV	19	2	1965	36	NA	3		1	1	1	2	2	1	1	1	0.9	NA	80	80	NA	300	2	NA	1	Aval
1576	20.02.1965	64	64/65	KJ	JV	20	2	1965	36	B	5		1	1	2	1	2	1	1	1	NA	NA	30	8	NA	400	1	NA	1	Aval
1578	21.02.1965	65	64/65	KJ	JV	21	2	1965	36	A	5		1	1	2	2	4	1	1	1	NA	NA	30	5	NA	400	1	NA	1	Aval
1603	17.03.1965	66	64/65	DD	JZ	17	3	1965	11	NA	3		1	1	7	2	4	1	1	1	0.5	NA	80	80	NA	250	3	NA	1	Aval
1605	18.03.1965	67	64/65	OD	JV	18	3	1965	3	NA	6		2	7	7	2	7	7	1	1	1	NA	100	70	NA	690	0.8	NA	1	Aval
1606	18.03.1965	68	64/65	LD	JV	18	3	1965	26	NA	3		1	1	2	2	4	1	1	1	0.7	NA	80	40	NA	200	3	NA	1	Aval
1607	18.03.1965	69	64/65	LD	SV	18	3	1965	32	NA	5		1	7	7	2	3	7	1	1	1.5	NA	80	70	NA	250	2	NA	1	Aval
1610	20.03.1965	70	64/65	OD	V	20	3	1965	5	NA	3		1	7	7	2	3	7	2	1	1	NA	120	40	NA	550	2.5	NA	1	Aval
1881	15.12.1965	71	65/66	OD	JV	15	12	1965	3	NA	2		1	1	7	1	4	1	1	1	0.6	NA	200	100	NA	900	0.7	NA	1	Aval
1882	15.12.1965	72	65/66	OD	V	15	12	1965	4	NA	2		7	7	1	2	4	7	2	1	0.6	NA	100	100	NA	400	1	NA	1	Aval
1883	15.12.1965	73	65/66	OD	V	15	12	1965	5	NA	2		1	7	7	2	4	7	1	1	0.5	NA	140	40	NA	580	1	NA	1	Aval
1913	13.01.1966	74	65/66	BL	SV	13	1	1966	18	NA	5		1	1	1	2	2	1	1	1	NA	NA	80	80	NA	300	4	NA	1	Aval
1915	14.01.1966	75	65/66	MD	J	14	1	1966	8	NA	3		1	1	1	2	3	1	1	1	1	NA	150	100	NA	200	2	NA	1	Aval
1916	14.01.1966	76	65/66	DD	JZ	14	1	1966	13	NA	2		1	1	7	2	4	1	4	1	1.5	NA	150	30	NA	1100	5	NA	1	Aval
1917	14.01.1966	77	65/66	KJ	JV	14	1	1966	36	NA	3		1	1	1	2	2	1	1	1	0.8	NA	80	80	NA	320	2.5	NA	1	Aval
1919	15.01.1966	78	65/66	DD	JZ	15	1	1966	11	NA	3		2	1	7	2	4	1	1	1	0.8	NA	180	80	NA	800	3.5	NA	1	Aval
1920	15.01.1966	79	65/66	DD	JZ	15	1	1966	12	NA	3		1	1	7	2	3	1	1	1	1	NA	120	20	NA	1000	4	NA	1	Aval
1921	15.01.1966	80	65/66	KJ	JV	15	1	1966	36	B	5		1	1	2	1	2	1	1	1	NA	NA	35	8	NA	400	1	NA	1	Aval
1924	17.01.1966	81	65/66	OD	J	17	1	1966	2	NA	2		1	1	7	2	4	1	1	1	0.3	NA	100	40	NA	400	1.5	NA	1	Aval
1925	17.01.1966	82	65/66	BL	JV	17	1	1966	23	NA	4		1	1	1	2	1	1	1	1	0.8	NA	100	100	NA	150	2	NA	1	Aval
1927	18.01.1966	83	65/66	OD	JV	18	1	1966	3	NA	6		2	1	7	2	4	1	1	1	0.8	NA	150	70	NA	800	0.7	NA	1	Aval
1928	18.01.1966	84	65/66	DD	JZ	18	1	1966	9	NA	3		1	1	7	2	4	1	4	1	0.6	NA	80	15	NA	200	2	NA	1	Aval
1929	18.01.1966	85	65/66	LD	V	18	1	1966	29	NA	4		2	1	1	2	4	1	1	1	1	NA	100	80	NA	400	2	NA	1	Aval
1961	18.02.1966	86	65/66	OD	JV	18	2	1966	7	NA	3		1	1	1	7	4	1	1	1	1	NA	200	150	NA	700	1	NA	1	Aval
1989	17.03.1966	87	65/66	OD	V	17	3	1966	4	NA	1		2	7	1	2	1	7	1	1	0.8	NA	80	80	NA	400	1.5	NA	1	Aval
1991	18.03.1966	88	65/66	OD	V	18	3	1966	5	NA	5		1	7	7	2	7	7	2	1	1	NA	180	40	NA	700	1.5	NA	1	Aval
1993	19.03.1966	89	65/66	OD	V	19	3	1966	4	NA	5		2	7	1	2	7	7	1	1	1	NA	100	100	NA	400	2	NA	1	Aval
1995	20.03.1966	90	65/66	LD	SV	20	3	1966	32	NA	3		1	7	7	2	3	7	1	1	1	NA	120	100	NA	280	2	NA	1	Aval
1996	20.03.1966	91	65/66	LD	SV	20	3	1966	33	NA	3		1	7	1	2	1	7	1	1	1.5	NA	130	80	NA	350	2	NA	1	Aval
2272	20.12.1966	92	66/67	DD	J	20	12	1966	10	NA	3		1	1	2	2	4	1	1	1	0.6	NA	30	15	NA	300	2	NA	1	Aval
2277	24.12.1966	93	66/67	KJ	JV	24	12	1966	36	NA	3		8	7	1	2	3	7	1	1	0.8	NA	80	80	NA	380	1.5	NA	1	Aval
2279	25.12.1966	94	66/67	KJ	JV	25	12	1966	37	NA	3		1	7	7	2	3	7	2	1	1	NA	140	100	NA	350	2	NA	1	Aval
2293	07.01.1967	95	66/67	DD	JZ	7	1	1967	12	NA	3		1	1	7	2	3	1	1	1	0.2	NA	140	20	NA	300	2	NA	1	Aval
2294	07.01.1967	96	66/67	DD	JZ	7	1	1967	13	NA	3		1	1	7	2	4	1	4	1	0.8	NA	160	30	NA	1100	4.5	NA	1	Aval
2295	07.01.1967	97	66/67	DD	J	7	1	1967	14	NA	1		1	1	2	2	4	1	1	1	NA	NA	50	20	NA	450	2	NA	1	Aval
2296	07.01.1967	98	66/67	KJ	JV	7	1	1967	37	NA	1		2	1	7	1	4	1	1	1	NA	NA	130	100	NA	450	1	NA	1	Aval
2298	08.01.1967	99	66/67	DD	JZ	8	1	1967	11	NA	3		1	1	7	7	3	1	4	1	1.5	NA	100	50	NA	1000	4	NA	1	Aval
2305	14.01.1967	100	66/67	OD	J	14	1	1967	2	NA	3		1	1	7	2	4	1	1	1	0.5	NA	140	50	NA	600	1.8	NA	1	Aval
2306	14.01.1967	101	66/67	MD	J	14	1	1967	8	NA	3		1	1	1	2	1	1	1	1	1	NA	200	150	NA	300	3	NA	1	Aval
2307	14.01.1967	102	66/67	KJ	J	14	1	1967	35	NA	4		1	1	7	2	1	1	1	1	1.5	NA	300	200	NA	400	2.5	NA	1	Aval
2321	27.01.1967	103	66/67	LD	JV	27	1	1967	24	NA	3		2	1	7	2	2	1	1	2	0.8	NA	60	40	NA	170	2	NA	1	Aval
2336	10.02.1967	104	66/67	BL	J	10	2	1967	22	NA	3		1	1	2	2	2	1	1	1	0.7	NA	100	100	NA	180	2.5	NA	1	Aval
2340	13.02.1967	105	66/67	LD	V	13	2	1967	27	NA	3		1	1	1	2	7	1	1	1	0.8	NA	108	100	NA	500	2	NA	1	Aval
2345	17.02.1967	106	66/67	OD	JV	17	2	1967	6	A	3		2	1	2	7	4	1	1	1	0.3	NA	30	60	NA	450	1	NA	1	Aval
2351	22.02.1967	107	66/67	OD	JV	22	2	1967	6	B	3		1	1	2	1	4	1	1	1	0.4	NA	30	50	NA	450	2	NA	1	Aval
2353	23.02.1967	108	66/67	LD	V	23	2	1967	28	NA	3		1	1	2	2	4	1	1	1	0.5	NA	60	50	NA	400	1	NA	1	Aval
2354	23.02.1967	109	66/67	LD	V	23	2	1967	30	NA	3		7	1	7	2	2	1	1	1	0.5	NA	40	40	NA	500	2	NA	1	Aval
2356	24.02.1967	110	66/67	LD	V	24	2	1967	27	NA	4		1	1	1	2	7	1	1	1	1	NA	112	100	NA	450	2	NA	1	Aval
2359	26.02.1967	111	66/67	OD	JV	26	2	1967	6	NA	4		1	1	1	2	3	1	1	1	0.4	NA	80	80	NA	400	1	NA	1	Aval
2360	26.02.1967	112	66/67	LD	SV	26	2	1967	31	NA	3		1	1	1	2	4	1	1	1	1	NA	90	80	NA	400	2	NA	1	Aval
2366	03.03.1967	113	66/67	KJ	J	3	3	1967	35	NA	3		1	1	7	2	2	7	1	1	1	NA	150	140	NA	300	1.5	NA	1	Aval
2367	03.03.1967	114	66/67	KJ	JV	3	3	1967	36	B	5		1	1	2	2	4	1	1	1	NA	NA	30	8	NA	350	0.8	NA	1	Aval
2368	03.03.1967	115	66/67	KJ	JV	3	3	1967	36	NA	3		1	1	1	2	3	1	1	1	1	NA	100	70	NA	370	2	NA	1	Aval
2370	04.03.1967	116	66/67	KJ	JV	4	3	1967	36	A	5		1	1	2	2	4	1	1	1	0.7	NA	30	5	NA	400	1	NA	1	Aval
2378	11.03.1967	117	66/67	BL	SV	11	3	1967	18	NA	3		1	1	1	2	2	1	1	1	0.9	NA	100	80	NA	360	3	NA	1	Aval
2379	11.03.1967	118	66/67	KJ	JV	11	3	1967	37	NA	3		1	1	7	2	3	1	1	1	0.7	NA	140	100	NA	400	1	NA	1	Aval
2384	15.03.1967	119	66/67	OD	V	15	3	1967	4	NA	5		1	1	1	2	7	1	1	1	0.5	NA	100	100	NA	400	1.5	NA	1	Aval
2385	15.03.1967	120	66/67	OD	V	15	3	1967	5	NA	3		1	1	7	2	4	1	2	1	1	NA	100	40	NA	450	2	NA	1	Aval
2388	17.03.1967	121	66/67	OD	JV	17	3	1967	3	NA	6		2	7	7	2	1	7	2	1	1.5	NA	120	80	NA	500	2	NA	1	Aval
2392	20.03.1967	122	66/67	LD	JZ	20	3	1967	25	NA	1		1	1	2	2	3	1	2	1	NA	NA	50	20	NA	250	3.5	NA	1	Aval
2399	26.03.1967	123	66/67	LD	V	26	3	1967	29	NA	5		1	7	1	2	4	7	2	1	0.4	NA	120	100	NA	400	2.5	NA	1	Aval
2688	08.01.1968	124	67/68	DD	J	8	1	1968	13	A	3		2	1	7	2	4	1	2	2	0.6	NA	50	30	NA	300	2	NA	1	Aval
2690	09.01.1968	125	67/68	OD	JV	9	1	1968	3	NA	3		1	1	7	1	4	1	1	1	0.5	NA	100	100	NA	580	0.5	NA	1	Aval
2691	09.01.1968	126	67/68	DD	J	9	1	1968	14	NA	3		1	1	2	2	4	1	1	1	0.7	NA	50	20	NA	450	3	NA	1	Aval
2692	09.01.1968	127	67/68	LD	JV	9	1	1968	26	NA	3		1	1	2	2	4	1	1	1	0.4	NA	50	40	NA	100	1	NA	1	Aval
2694	10.01.1968	128	67/68	DD	JZ	10	1	1968	13	NA	3		1	1	7	2	4	1	1	1	0.5	NA	80	20	NA	400	2	NA	1	Aval
2695	10.01.1968	129	67/68	DD	J	10	1	1968	15	NA	1		1	1	7	2	4	1	1	1	NA	NA	100	40	NA	300	1	NA	1	Aval
2716	30.01.1968	130	67/68	LD	V	30	1	1968	27	NA	3		1	1	1	2	1	1	1	1	0.8	NA	100	100	NA	450	2.5	NA	1	Aval
2717	30.01.1968	131	67/68	LD	V	30	1	1968	28	NA	3		1	1	2	1	4	1	1	1	1	NA	70	50	NA	450	1.3	NA	1	Aval
2719	31.01.1968	132	67/68	OD	JV	31	1	1968	6	NA	3		1	1	1	2	3	1	1	1	0.5	NA	50	50	NA	350	1	NA	1	Aval
2739	19.02.1968	133	67/68	LD	V	19	2	1968	30	NA	3		2	1	7	2	2	1	1	1	0.5	NA	40	40	NA	500	2	NA	1	Aval
2764	14.03.1968	134	67/68	DD	SV	14	3	1968	16	NA	5		1	7	2	2	4	7	4	1	NA	NA	70	20	NA	600	4	NA	1	Aval
2766	15.03.1968	135	67/68	KJ	JV	15	3	1968	37	NA	3		1	7	7	2	3	7	2	1	1	NA	100	100	NA	400	0.8	NA	1	Aval
2768	16.03.1968	136	67/68	OD	JV	16	3	1968	3	NA	3		1	7	7	2	2	7	1	1	0.8	NA	120	100	NA	500	1	NA	1	Aval
2770	17.03.1968	137	67/68	OD	JV	17	3	1968	6	NA	4		1	1	1	2	3	1	1	1	2	NA	100	80	NA	600	1.5	NA	1	Aval
2771	17.03.1968	138	67/68	DD	JZ	17	3	1968	12	NA	4		1	1	7	2	3	7	2	1	1	NA	140	20	NA	1050	2	NA	1	Aval
2773	18.03.1968	139	67/68	OD	V	18	3	1968	5	NA	3		2	1	7	2	4	1	2	1	1.5	NA	140	40	NA	500	3	NA	1	Aval
2774	18.03.1968	140	67/68	OD	JV	18	3	1968	6	A	1		1	7	2	2	4	7	2	1	0.3	NA	30	60	NA	550	2	NA	1	Aval
2775	18.03.1968	141	67/68	DD	JZ	18	3	1968	11	NA	3		2	1	7	2	4	1	1	1	1	NA	150	50	NA	900	4	NA	1	Aval
2776	18.03.1968	142	67/68	DD	J	18	3	1968	15	NA	3		1	1	7	2	7	1	4	1	0.4	NA	100	40	NA	350	1	NA	1	Aval
2777	18.03.1968	143	67/68	KJ	JV	18	3	1968	36	NA	3		8	7	1	2	3	7	1	1	0.5	NA	60	60	NA	300	1.5	NA	1	Aval
2779	19.03.1968	144	67/68	OD	V	19	3	1968	4	NA	5		1	1	1	2	7	1	2	1	0.8	NA	150	120	NA	450	2	NA	1	Aval
2780	19.03.1968	145	67/68	LD	V	19	3	1968	29	NA	5		1	7	1	2	4	7	2	1	0.3	NA	100	100	NA	350	1.5	NA	1	Aval
2781	19.03.1968	146	67/68	KJ	JV	19	3	1968	36	B	5		1	7	2	2	4	7	2	1	NA	NA	30	8	NA	300	0.7	NA	1	Aval
2783	20.03.1968	147	67/68	OD	JV	20	3	1968	6	B	1		1	1	2	1	4	1	1	1	0.3	NA	30	50	NA	450	2	NA	1	Aval
2788	24.03.1968	148	67/68	OD	JV	24	3	1968	7	NA	3		2	7	1	2	3	7	1	1	1.5	NA	150	120	NA	600	1	NA	1	Aval
2790	25.03.1968	149	67/68	OD	J	25	3	1968	2	NA	3		8	7	7	2	3	7	2	1	0.4	NA	40	50	NA	400	0.7	NA	1	Aval
2792	26.03.1968	150	67/68	OD	J	26	3	1968	1	A	3		2	7	7	2	2	7	4	1	0.8	NA	120	40	NA	450	1.5	sjela 250 m pod cestu, vyvrátila v potoce stromy	1	Aval
3066	24.12.1968	151	68/69	OD	JV	24	12	1968	3	NA	2		1	7	7	2	4	7	3	1	0.3	NA	80	50	NA	500	0.5	NA	1	Aval
3125	20.02.1969	152	68/69	DD	JZ	20	2	1969	11	NA	2		1	1	7	2	4	1	1	1	0.2	NA	80	40	NA	250	2	NA	1	Aval
3126	20.02.1969	153	68/69	DD	JZ	20	2	1969	13	NA	3		1	1	7	2	4	1	1	1	0.4	NA	80	20	NA	400	1	NA	1	Aval
3147	12.03.1969	154	68/69	OD	JV	12	3	1969	3	NA	5		1	7	7	2	7	7	1	1	1	NA	100	70	NA	500	1.5	NA	1	Aval
3151	15.03.1969	155	68/69	OD	JV	15	3	1969	6	NA	3		1	1	1	2	7	7	1	1	0.6	NA	100	80	NA	400	1.5	NA	1	Aval
3152	15.03.1969	156	68/69	KJ	JV	15	3	1969	36	A	5		1	7	2	2	4	7	1	1	NA	NA	30	5	NA	350	1.5	NA	1	Aval
3153	15.03.1969	157	68/69	KJ	JV	15	3	1969	36	B	5		1	7	2	2	4	7	2	1	NA	NA	35	8	NA	300	1	NA	1	Aval
3171	01.04.1969	158	68/69	BL	S	1	4	1969	19	NA	3		1	7	1	2	4	7	1	2	0.5	NA	100	100	NA	250	2	NA	1	Aval
3452	06.01.1970	159	69/70	KJ	JV	6	1	1970	37	NA	1		2	1	7	1	4	1	1	1	NA	NA	100	100	NA	350	1	NA	1	Aval
3454	07.01.1970	160	69/70	OD	JV	7	1	1970	3	NA	3		2	1	7	2	4	1	1	1	0.6	NA	150	70	NA	650	1	NA	1	Aval
3455	07.01.1970	161	69/70	OD	V	7	1	1970	4	NA	3		2	1	1	7	4	1	1	1	1	NA	150	100	NA	500	1	NA	1	Aval
3456	07.01.1970	162	69/70	OD	V	7	1	1970	5	NA	2		1	2	7	1	4	1	1	1	0.8	NA	130	40	NA	600	1	NA	1	Aval
3457	07.01.1970	163	69/70	LD	V	7	1	1970	27	NA	3		1	1	1	1	4	1	1	1	1	NA	120	110	NA	500	1.5	NA	1	Aval
3461	10.01.1970	164	69/70	BL	S	10	1	1970	19	NA	4		1	1	1	2	1	1	4	1	1.5	NA	150	100	NA	550	4	NA	1	Aval
3462	10.01.1970	165	69/70	BL	S	10	1	1970	20	NA	3		1	1	1	2	1	1	1	1	1.3	NA	100	100	NA	120	3	NA	1	Aval
3463	10.01.1970	166	69/70	BL	JV	10	1	1970	23	NA	3		1	1	1	2	2	1	1	1	0.7	NA	100	100	NA	150	2	NA	1	Aval
3467	13.01.1970	167	69/70	BL	JV	13	1	1970	21	NA	3		1	1	1	2	7	1	1	1	1.5	NA	100	100	NA	100	3	NA	1	Aval
3483	28.01.1970	168	69/70	LD	V	28	1	1970	28	NA	3		1	1	2	1	4	1	1	1	1	NA	80	50	NA	500	1	NA	1	Aval
3486	30.01.1970	169	69/70	MD	J	30	1	1970	8	NA	3		1	1	1	2	1	1	1	1	1	NA	200	150	NA	250	3	NA	1	Aval
3491	03.02.1970	170	69/70	KJ	J	3	2	1970	35	NA	3		1	1	7	2	2	1	1	1	1	NA	180	150	NA	450	1.8	NA	1	Aval
3493	04.02.1970	171	69/70	DD	JZ	4	2	1970	11	NA	3		1	1	7	2	4	1	1	1	0.4	NA	60	40	NA	250	2	NA	1	Aval
3500	10.02.1970	172	69/70	LD	SV	10	2	1970	32	NA	3		1	1	7	2	3	1	1	1	0.5	NA	120	100	NA	200	2	NA	1	Aval
3502	11.02.1970	173	69/70	OD	JV	11	2	1970	6	NA	4		1	1	1	7	7	1	4	1	1.5	NA	180	100	NA	1300	1.5	NA	1	Aval
3503	11.02.1970	174	69/70	DD	JZ	11	2	1970	9	NA	3		1	1	7	2	4	1	4	1	0.7	NA	80	15	NA	200	2	NA	1	Aval
3504	11.02.1970	175	69/70	LD	SV	11	2	1970	31	NA	3		1	1	1	2	4	1	1	1	1.2	NA	80	80	NA	400	2	NA	1	Aval
3506	12.02.1970	176	69/70	LD	V	12	2	1970	27	NA	4		1	1	1	2	1	1	1	1	1	NA	130	120	NA	450	2	NA	1	Aval
